Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16
sp|Q9Y617|SERC_HUMAN	Q9Y617	SERC_HUMAN	PSAT1	370	Homo sapiens OX=9606	Phosphoserine aminotransferase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	5785154	5785154	5785154	10K(304.2071), 11K(304.2071), N-term(304.2071)			573922.4844	2123.7285	2451.7008	5.5061	0.3557	0.0000	0.0434	22.8761	2.4411	31.5457	16.8050	25.4292	31.5315	735.4447	45.1590	17.5967
sp|Q9Y639|NPTN_HUMAN	Q9Y639	NPTN_HUMAN	NPTN	398	Homo sapiens OX=9606	Neuroplastin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	601657	601657	601657	9K(304.2071), N-term(304.2071)			175561.5781	742.7789	1141.3358	2.7471	0.5801	0.0000	0.0000	36.9685	6.3748	120.0906	15.5950	39.0726	68.2797	1083.0417	95.9596	57.2078
sp|Q9Y678|COPG1_HUMAN	Q9Y678	COPG1_HUMAN	COPG1	874	Homo sapiens OX=9606	Coatomer subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	6	9	9	6	9	5277838	3764324	5277838	11C(57.0214), 11K(304.2071), 12K(304.2071), 13K(304.2071), 17K(304.2071), 18K(304.2071), 4C(57.0214), 5C(57.0214), N-term(304.2071)			1009226.9497	3808.5873	6571.3679	15.0533	1.4931	0.0000	0.0000	99.6249	18.9403	314.7228	56.1050	122.0217	185.5186	2475.9552	528.2024	177.4384
sp|Q9Y696|CLIC4_HUMAN	Q9Y696	CLIC4_HUMAN	CLIC4	253	Homo sapiens OX=9606	Chloride intracellular channel protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	9	8	9	7871008	6026500	7871008	10C(57.0214), 11C(57.0214), 11K(304.2071), 13K(304.2071), 18M(15.9949), 22K(304.2071), 4C(57.0214), 4K(304.2071), 7C(57.0214), 9K(304.2071), N-term(304.2071)			1466869.4902	5250.1313	3350.0550	12.2002	1.1281	0.0000	0.0408	85.9732	7.3249	161.1906	48.8626	56.9601	73.3535	1370.6282	93.3354	38.9185
sp|Q9Y6B6|SAR1B_HUMAN	Q9Y6B6	SAR1B_HUMAN	SAR1B	198	Homo sapiens OX=9606	GTP-binding protein SAR1b 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	4	2	4	3010659	449117	3010659	11K(304.2071), 15C(57.0214), 19C(57.0214), 4K(304.2071), N-term(304.2071)			474540.5664	1268.0540	1103.0462	2.5224	0.3194	0.0000	0.0000	39.8219	3.7591	54.6119	12.3877	27.8219	44.1448	585.9569	99.4384	48.9657
sp|Q9Y6C9|MTCH2_HUMAN	Q9Y6C9	MTCH2_HUMAN	MTCH2	303	Homo sapiens OX=9606	Mitochondrial carrier homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	571958	571958	571958	21M(15.9949), 24K(304.2071), N-term(304.2071), N-term(42.0106)			80960.8518	285.4315	380.9576	1.0251	0.4088	0.0000	0.0000	9.4117	0.0000	17.2011	4.3810	6.8848	8.9089	124.8025	9.8400	8.1072
sp|Q9Y6D6|BIG1_HUMAN	Q9Y6D6	BIG1_HUMAN	ARFGEF1	1849	Homo sapiens OX=9606	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	156530	     0	156530	3C(57.0214), N-term(304.2071)			43529.9688	145.8129	207.8904	0.0000	0.0000	0.0000	0.0000	7.0318	0.0000	8.9922	2.6320	3.7723	4.0591	63.4678	5.7410	3.6277
sp|Q9Y6G9|DC1L1_HUMAN	Q9Y6G9	DC1L1_HUMAN	DYNC1LI1	523	Homo sapiens OX=9606	Cytoplasmic dynein 1 light intermediate chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	135743	135743	135743	19K(304.2071), N-term(304.2071)			17941.4141	29.1354	70.8199	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.2185	0.0000	2.4826	2.4815	39.0501	4.4216	2.8040
sp|Q9Y6M1|IF2B2_HUMAN	Q9Y6M1	IF2B2_HUMAN	IGF2BP2	599	Homo sapiens OX=9606	Insulin-like growth factor 2 mRNA-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	522782	522782	522782	21K(304.2071), N-term(304.2071)			65772.4785	229.2577	361.2581	0.6127	0.0000	0.0000	0.0000	11.7580	1.0375	19.6126	6.8659	9.7240	10.4160	93.6819	9.7411	6.2663
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	Homo sapiens OX=9606	Histone deacetylase complex subunit SAP18 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	590477	590477	590477	N-term(304.2071)			51422.1094	131.2616	287.7137	0.7056	0.3636	0.0000	0.0000	6.7026	1.9800	7.4214	4.6482	7.4425	4.9402	72.6591	6.1528	7.1076
sp|O95816|BAG2_HUMAN	O95816	BAG2_HUMAN	BAG2	211	Homo sapiens OX=9606	BAG family molecular chaperone regulator 2 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	331580	331580	331580	N-term(304.2071)			21369.7578	52.7290	90.9882	0.0000	0.0000	0.0000	0.0000	4.8187	0.9670	6.8471	0.0000	0.0000	0.0000	23.7136	0.0000	2.5333
sp|P06737|PYGL_HUMAN	P06737	PYGL_HUMAN	PYGL	847	Homo sapiens OX=9606	Glycogen phosphorylase, liver form 	1:Experimental evidence at protein level	0.9999	0.9990	2	1	2	2	1	2	928068	303176	928068	12K(304.2071), N-term(304.2071)			129576.5938	486.7530	683.8992	2.9693	0.0000	0.0000	0.0000	14.9882	1.3149	20.7511	3.5440	9.3370	10.7122	134.7577	13.7415	4.6825
sp|P14415|AT1B2_HUMAN	P14415	AT1B2_HUMAN	ATP1B2	290	Homo sapiens OX=9606	Sodium/potassium-transporting ATPase subunit beta-2 	1:Experimental evidence at protein level	0.9999	0.9971	1	0	1	1	0	1	373565	     0	373565	7K(304.2071), N-term(304.2071)		sp|P51164|ATP4B_HUMAN, sp|P54709|AT1B3_HUMAN	123332.2031	463.1107	635.2836	2.0387	0.0000	0.0000	0.0000	11.7580	0.9338	17.7863	3.8702	6.0534	7.4145	97.9477	8.1925	6.7261
sp|P22695|QCR2_HUMAN	P22695	QCR2_HUMAN	UQCRC2	453	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 2, mitochondrial 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	710716	710716	710716	9C(57.0214), N-term(304.2071)			170929.7344	687.3194	1084.9918	3.3452	0.4230	0.0000	0.0000	6.1021	1.2651	11.5179	7.3736	7.3314	7.2913	124.2414	9.8909	5.0134
sp|P34931|HS71L_HUMAN	P34931	HS71L_HUMAN	HSPA1L	641	Homo sapiens OX=9606	Heat shock 70 kDa protein 1-like 	1:Experimental evidence at protein level	0.9999	0.9990	1	0	1	1	0	1	130027161	     0	444772	N-term(304.2071)			27190.3574	88.4681	109.5413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.8502	2.0225	2.1622	5.8349	30.6927	2.8926	1.9375
sp|P36404|ARL2_HUMAN	P36404	ARL2_HUMAN	ARL2	184	Homo sapiens OX=9606	ADP-ribosylation factor-like protein 2 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	250011	250011	250011	7K(304.2071), N-term(304.2071)			115546.2578	399.0724	660.7077	1.8023	0.3529	0.0000	0.0000	5.8100	0.0000	12.3411	0.0000	4.3269	5.6326	85.3546	4.3176	5.5707
sp|P41567|EIF1_HUMAN	P41567	EIF1_HUMAN	EIF1	113	Homo sapiens OX=9606	Eukaryotic translation initiation factor 1 	1:Experimental evidence at protein level	0.9999	0.9990	3	1	3	3	1	3	7075375	2833278	7075375	17K(304.2071), 3C(57.0214), N-term(304.2071), N-term(42.0106)			308274.3750	1300.9413	1706.6947	8.0296	1.1179	0.0000	0.0000	25.8132	2.9964	32.0497	7.8572	12.9878	16.7186	222.2319	21.2479	17.2509
sp|P51397|DAP1_HUMAN	P51397	DAP1_HUMAN	DAP	102	Homo sapiens OX=9606	Death-associated protein 1 	1:Experimental evidence at protein level	0.9999	0.9967	1	1	1	1	1	1	357338	357338	357338	N-term(304.2071)			44994.7852	141.1791	168.2464	0.8384	0.4788	0.1286	0.0925	153.6694	18.3489	94.5127	34.1545	47.8610	79.2291	429.6403	107.8914	36.4150
sp|P55795|HNRH2_HUMAN	P55795	HNRH2_HUMAN	HNRNPH2	449	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein H2 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	11990702	     0	     0	16M(15.9949), N-term(304.2071)			32067.7500	114.2920	142.6332	0.9980	0.0000	0.0000	0.0000	0.0000	0.0000	7.1100	1.8099	3.7180	3.2846	38.4793	3.3939	1.6456
sp|P56192|SYMC_HUMAN	P56192	SYMC_HUMAN	MARS1	900	Homo sapiens OX=9606	Methionine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	762014	762014	762014	N-term(304.2071)			70006.5547	237.1846	274.8188	0.9839	0.0000	0.0000	0.0000	13.4699	1.1192	15.5107	5.0128	6.3408	9.5488	91.8413	13.4635	5.4976
sp|P62256|UBE2H_HUMAN	P62256	UBE2H_HUMAN	UBE2H	183	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 H 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	933421	933421	933421	15K(304.2071), N-term(304.2071)			107046.6562	362.1375	324.9965	0.7662	0.0000	0.0000	0.0000	6.5555	2.1442	13.2075	3.1909	4.5065	8.9851	103.7851	10.5272	8.9850
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens OX=9606	Fatty acid-binding protein 5 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	 99146	 99146	 99146				11363.1260	14.7964	60.4070	0.6257	0.0000	0.0000	0.0000	59.3279	5.1694	48.9873	22.6157	19.8048	24.4402	411.7235	34.8878	12.2337
sp|Q05397|FAK1_HUMAN	Q05397	FAK1_HUMAN	PTK2	1052	Homo sapiens OX=9606	Focal adhesion kinase 1 	1:Experimental evidence at protein level	0.9999	0.9977	1	0	1	1	0	1	2108788	     0	2108788	N-term(304.2071)			249578.3750	902.0411	682.8341	2.1869	0.3806	0.0000	0.0000	26.2760	2.9266	37.3819	15.7394	11.1309	30.8271	168.4909	3.1573	19.6685
sp|Q13509|TBB3_HUMAN	Q13509	TBB3_HUMAN	TUBB3	450	Homo sapiens OX=9606	Tubulin beta-3 chain 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	43251404	783670	783670	17K(304.2071), N-term(304.2071)			66849.3750	308.2897	272.9288	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0446	0.0000	5.3475	4.3536	93.3553	7.6013	2.8670
sp|Q15424|SAFB1_HUMAN	Q15424	SAFB1_HUMAN	SAFB	915	Homo sapiens OX=9606	Scaffold attachment factor B1 	1:Experimental evidence at protein level	0.9999	0.9990	1	0	1	1	0	1	1009680	     0	1009680	10K(304.2071), 9C(57.0214), N-term(304.2071)			136842.1250	453.7473	364.2074	0.0000	0.3466	0.0000	0.0000	0.0000	0.0000	6.8224	2.4738	2.9512	0.0000	53.5092	7.1874	4.2133
sp|Q5JTH9|RRP12_HUMAN	Q5JTH9	RRP12_HUMAN	RRP12	1297	Homo sapiens OX=9606	RRP12-like protein 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	 52238	 52238	 52238	3C(57.0214), N-term(304.2071)			5957.1753	15.6665	25.8346	0.0000	0.0000	0.0000	0.0000	3.1974	0.0000	0.0000	1.7290	1.6319	0.0000	8.5257	0.0000	0.0000
sp|Q7RTV2|GSTA5_HUMAN	Q7RTV2	GSTA5_HUMAN	GSTA5	222	Homo sapiens OX=9606	Glutathione S-transferase A5 	1:Experimental evidence at protein level	0.9999	0.9987	1	1	1	1	1	1	1342295	1342295	1342295	N-term(304.2071)			270547.6562	767.6711	333.8222	1.8864	0.0000	0.0000	0.0504	57.4352	1.7210	12.6959	65.9765	5.7240	10.9165	638.4492	3.4282	8.8313
sp|Q8IYD1|ERF3B_HUMAN	Q8IYD1	ERF3B_HUMAN	GSPT2	628	Homo sapiens OX=9606	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	4157317	515712	515712	N-term(304.2071)			68286.2109	193.2898	261.0041	0.0000	0.0000	0.0000	0.0000	10.5721	0.0000	6.2452	2.5912	5.5940	5.8664	36.9489	6.0182	2.1305
sp|Q8N9N8|EIF1A_HUMAN	Q8N9N8	EIF1A_HUMAN	EIF1AD	165	Homo sapiens OX=9606	Probable RNA-binding protein EIF1AD 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	167386	167386	167386	N-term(304.2071)			26771.0078	147.5208	62.9882	0.0000	0.0000	0.0000	0.0377	22.0001	0.0000	17.9554	8.6865	10.7815	9.2068	177.5774	12.9284	3.2870
sp|Q92599|SEPT8_HUMAN	Q92599	SEPT8_HUMAN	SEPTIN8	483	Homo sapiens OX=9606	Septin-8 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	3505891	534797	534797	15K(304.2071), N-term(304.2071)			70474.9062	242.2158	324.0142	1.4088	0.0000	0.0000	0.0000	6.5027	0.0000	10.2905	0.0000	2.9808	5.7365	64.7058	4.8026	4.9829
sp|Q92785|REQU_HUMAN	Q92785	REQU_HUMAN	DPF2	391	Homo sapiens OX=9606	Zinc finger protein ubi-d4 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	386134	386134	386134	N-term(304.2071)			54988.2148	200.1965	245.8779	1.0747	0.0000	0.0000	0.0000	9.6331	0.0000	12.2043	4.2210	4.2686	7.0874	75.2905	7.3821	2.3261
sp|Q96IZ0|PAWR_HUMAN	Q96IZ0	PAWR_HUMAN	PAWR	340	Homo sapiens OX=9606	PRKC apoptosis WT1 regulator protein 	1:Experimental evidence at protein level	0.9999	0.9985	1	1	1	1	1	1	604751	604751	604751	N-term(304.2071)			204238.4062	663.1381	705.8581	2.7476	0.5000	0.0534	0.0000	41.5514	0.0000	17.8589	12.0538	6.7185	12.6745	257.0727	13.2286	9.2741
sp|Q96P48|ARAP1_HUMAN	Q96P48	ARAP1_HUMAN	ARAP1	1450	Homo sapiens OX=9606	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 	1:Experimental evidence at protein level	0.9999	0.9989	1	1	1	1	1	1	541308	541308	541308	N-term(304.2071)			82549.5078	270.8983	362.1375	0.9077	0.2693	0.0000	0.0000	6.3654	1.1777	10.5902	3.9124	5.0022	5.3196	103.4761	6.0798	5.6946
sp|Q9H7D0|DOCK5_HUMAN	Q9H7D0	DOCK5_HUMAN	DOCK5	1870	Homo sapiens OX=9606	Dedicator of cytokinesis protein 5 	1:Experimental evidence at protein level	0.9999	0.9987	1	1	1	1	1	1	379863	379863	379863	11K(304.2071), N-term(304.2071)			22610.8691	55.8521	131.4705	0.0000	0.0000	0.0000	0.0000	5.9526	1.5124	5.4527	2.2056	2.1012	6.2591	36.4076	5.8609	4.7156
sp|Q9NVH6|TMLH_HUMAN	Q9NVH6	TMLH_HUMAN	TMLHE	421	Homo sapiens OX=9606	Trimethyllysine dioxygenase, mitochondrial 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	752850	752850	752850	10K(304.2071), N-term(304.2071)			154657.8750	476.6856	588.5848	1.3414	0.3575	0.0000	0.0000	7.1630	0.0000	6.0060	6.2232	4.7128	8.0978	127.9796	7.5837	4.9979
sp|Q9NYL2|M3K20_HUMAN	Q9NYL2	M3K20_HUMAN	MAP3K20	800	Homo sapiens OX=9606	Mitogen-activated protein kinase kinase kinase 20 	1:Experimental evidence at protein level	0.9999	0.9990	2	2	2	2	2	2	1294803	1294803	1294803	14K(304.2071), 15K(304.2071), N-term(304.2071)			201773.3125	525.8864	616.8493	1.3365	0.0000	0.0000	0.0000	9.7658	2.1266	22.7323	4.5503	8.3494	10.6790	273.2880	21.3869	10.2184
sp|Q9Y4X5|ARI1_HUMAN	Q9Y4X5	ARI1_HUMAN	ARIH1	557	Homo sapiens OX=9606	E3 ubiquitin-protein ligase ARIH1 	1:Experimental evidence at protein level	0.9999	0.9989	1	1	1	1	1	1	704678	704678	704678	8K(304.2071), N-term(304.2071)			207280.0156	734.0431	1110.5911	1.2575	0.4335	0.0000	0.0000	44.5003	19.3100	104.9529	31.0753	61.5976	92.4036	446.1978	124.7659	44.0529
sp|Q9Y6E2|BZW2_HUMAN	Q9Y6E2	BZW2_HUMAN	BZW2	419	Homo sapiens OX=9606	Basic leucine zipper and W2 domain-containing protein 2 	1:Experimental evidence at protein level	0.9999	0.9990	1	1	1	1	1	1	228131	228131	228131	19K(304.2071), N-term(304.2071)			47453.2031	154.0616	223.8682	0.7512	0.3478	0.0000	0.0000	7.1912	6.8436	31.9939	10.1306	20.2178	32.6161	261.8615	67.0349	30.0175
sp|P14927|QCR7_HUMAN	P14927	QCR7_HUMAN	UQCRB	111	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 7 	1:Experimental evidence at protein level	0.9998	0.9990	1	1	1	1	1	1	640573	640573	640573	10K(304.2071), N-term(304.2071)			115614.1016	417.3959	662.2211	2.0874	0.2341	0.0000	0.0000	9.5687	0.0000	10.1575	6.2677	3.1674	7.3065	69.7671	9.9459	5.7266
sp|P28340|DPOD1_HUMAN	P28340	DPOD1_HUMAN	POLD1	1107	Homo sapiens OX=9606	DNA polymerase delta catalytic subunit 	1:Experimental evidence at protein level	0.9998	0.9988	1	1	1	1	1	1	246588	246588	246588	10K(304.2071), N-term(304.2071)			80572.9609	272.5483	304.3581	0.9815	0.0000	0.0000	0.0000	9.4889	0.0000	12.8636	3.0350	5.2857	7.8352	93.6293	10.2187	5.3519
sp|P63313|TYB10_HUMAN	P63313	TYB10_HUMAN	TMSB10	44	Homo sapiens OX=9606	Thymosin beta-10 	1:Experimental evidence at protein level	0.9998	0.9990	1	0	1	1	0	1	3206440	     0	3206440	7K(304.2071), N-term(304.2071)			151881.9688	136.6997	128.1223	0.0000	0.0000	0.0524	0.0000	99.8559	2.4724	148.5029	97.5114	91.0379	111.4704	7396.9640	388.1430	59.7179
sp|Q13740|CD166_HUMAN	Q13740	CD166_HUMAN	ALCAM	583	Homo sapiens OX=9606	CD166 antigen 	1:Experimental evidence at protein level	0.9998	0.9946	1	1	1	1	1	1	2092508	2092508	2092508	11K(304.2071), 4C(57.0214), N-term(304.2071)			562889.0625	2072.7159	4096.4638	11.6721	0.6050	0.0000	0.0000	11.9371	0.0000	38.3032	6.3228	11.2550	14.8746	385.7139	27.4730	9.0937
sp|Q15942|ZYX_HUMAN	Q15942	ZYX_HUMAN	ZYX	572	Homo sapiens OX=9606	Zyxin 	1:Experimental evidence at protein level	0.9998	0.9990	1	1	1	1	1	1	110038	110038	110038	1C(57.0214), 4C(57.0214), N-term(304.2071)			18061.3477	39.6983	30.2438	0.0000	0.0000	0.0000	0.0000	8.5630	0.0000	0.0000	3.5692	0.0000	0.0000	46.3196	0.0000	0.0000
sp|Q6PL18|ATAD2_HUMAN	Q6PL18	ATAD2_HUMAN	ATAD2	1390	Homo sapiens OX=9606	ATPase family AAA domain-containing protein 2 	1:Experimental evidence at protein level	0.9998	0.9990	1	1	1	1	1	1	341261	341261	341261	12K(304.2071), N-term(304.2071)			65615.5312	287.4770	427.4568	1.6754	0.5702	0.0000	0.0000	11.1193	0.0000	11.1273	3.6528	4.9867	3.8610	81.3144	8.4719	6.6658
sp|Q9H2P0|ADNP_HUMAN	Q9H2P0	ADNP_HUMAN	ADNP	1102	Homo sapiens OX=9606	Activity-dependent neuroprotector homeobox protein 	1:Experimental evidence at protein level	0.9998	0.9988	1	1	1	1	1	1	762590	762590	762590	16K(304.2071), N-term(304.2071)			32096.9141	114.1488	181.9343	0.0000	0.0000	0.0000	0.0000	4.3542	0.0000	2.7442	0.0000	0.0000	0.0000	29.2592	3.1929	5.5160
sp|Q9NYF8|BCLF1_HUMAN	Q9NYF8	BCLF1_HUMAN	BCLAF1	920	Homo sapiens OX=9606	Bcl-2-associated transcription factor 1 	1:Experimental evidence at protein level	0.9998	0.9990	1	1	1	1	1	1	987705	987705	987705	7K(304.2071), N-term(304.2071)			449857.5625	2083.3696	1608.6871	7.5282	0.3853	0.0000	0.0324	17.1680	2.0754	35.1160	9.0776	10.2845	14.0763	317.2306	26.2829	18.0570
sp|P11182|ODB2_HUMAN	P11182	ODB2_HUMAN	DBT	482	Homo sapiens OX=9606	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	1	1	1	138520	138520	138520	17K(304.2071), 7C(57.0214), N-term(304.2071)			32399.2988	109.2835	166.5124	0.6911	0.0000	0.0000	0.0000	5.3851	0.0000	5.9135	0.0000	0.0000	0.0000	33.3327	0.0000	1.7421
sp|P15153|RAC2_HUMAN	P15153	RAC2_HUMAN	RAC2	192	Homo sapiens OX=9606	Ras-related C3 botulinum toxin substrate 2 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	1	1	1	5570730	584590	584590	14K(304.2071), N-term(304.2071)			102151.2812	408.2179	540.8619	1.5466	0.3132	0.0000	0.0000	6.4919	0.0000	7.0235	2.6980	7.1093	6.2303	78.6934	15.4175	5.7470
sp|P30038|AL4A1_HUMAN	P30038	AL4A1_HUMAN	ALDH4A1	563	Homo sapiens OX=9606	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	1	1	1	106478	106478	106478	19K(304.2071), N-term(304.2071)			15344.3389	43.4014	59.6275	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5787	0.0000	0.0000	4.7555	28.0345	2.7146	0.0000
sp|P42677|RS27_HUMAN	P42677	RS27_HUMAN	RPS27	84	Homo sapiens OX=9606	40S ribosomal protein S27 	1:Experimental evidence at protein level	0.9997	0.9990	2	1	2	2	1	2	5548174	2107746	5548174	11K(304.2071), 5C(57.0214), N-term(304.2071)			771752.9531	3092.9612	1049.6282	6.6066	0.3088	0.0000	0.0000	45.8317	2.1711	56.7245	24.1566	27.8662	33.6962	503.1590	37.5332	20.9480
sp|P62491|RB11A_HUMAN	P62491	RB11A_HUMAN	RAB11A	216	Homo sapiens OX=9606	Ras-related protein Rab-11A 	1:Experimental evidence at protein level	0.9997	0.9949	1	1	1	1	1	1	5020401	 29033	 29033				1421.6224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|Q14011|CIRBP_HUMAN	Q14011	CIRBP_HUMAN	CIRBP	172	Homo sapiens OX=9606	Cold-inducible RNA-binding protein 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	1	1	1	331701	331701	331701	14K(304.2071), N-term(304.2071)			76230.7266	237.0065	239.8666	0.0000	0.0000	0.0000	0.0322	10.6570	1.6903	13.5927	5.5706	4.3437	8.8075	86.6133	8.4636	2.9191
sp|Q14254|FLOT2_HUMAN	Q14254	FLOT2_HUMAN	FLOT2	428	Homo sapiens OX=9606	Flotillin-2 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	1	1	1	200768	200768	200768	13K(304.2071), 7C(57.0214), N-term(304.2071)			35214.1719	70.3102	202.9419	0.0000	0.0000	0.0000	0.0000	6.0749	0.0000	10.1249	0.0000	4.0334	0.0000	47.1650	3.9330	5.5065
sp|Q15050|RRS1_HUMAN	Q15050	RRS1_HUMAN	RRS1	365	Homo sapiens OX=9606	Ribosome biogenesis regulatory protein homolog 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	1	1	1	331105	331105	331105	12K(304.2071), N-term(304.2071)			64584.9219	215.3827	214.9810	0.6151	0.0000	0.0000	0.0000	5.6521	0.0000	6.3491	2.1986	3.8336	6.8352	62.9908	9.8328	4.5899
sp|Q9BVK6|TMED9_HUMAN	Q9BVK6	TMED9_HUMAN	TMED9	235	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 9 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	1	1	1	990237	990237	990237	11K(304.2071), N-term(304.2071)			188466.9688	699.0047	629.2639	1.2003	0.3360	0.0000	0.0000	17.5275	5.2805	27.7557	8.1460	14.7031	15.9057	279.8327	31.3519	8.6456
sp|Q9NSY2|STAR5_HUMAN	Q9NSY2	STAR5_HUMAN	STARD5	213	Homo sapiens OX=9606	StAR-related lipid transfer protein 5 	1:Experimental evidence at protein level	0.9997	0.9984	1	1	1	1	1	1	207576	207576	207576	9K(304.2071), N-term(304.2071)			52378.0547	181.0143	185.5060	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.1132	1.5481	2.5123	3.7620	72.3141	5.9184	2.4555
sp|Q9UI26|IPO11_HUMAN	Q9UI26	IPO11_HUMAN	IPO11	975	Homo sapiens OX=9606	Importin-11 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	1	1	1	     0	     0	     0	20K(304.2071), N-term(304.2071)			8607.9727	24.2619	42.0890	0.0000	0.0000	0.0000	0.0000	0.0000	0.9352	2.5996	0.0000	0.0000	0.0000	25.1999	0.0000	3.0177
sp|Q9H3K6|BOLA2_HUMAN	Q9H3K6	BOLA2_HUMAN	BOLA2	86	Homo sapiens OX=9606	BolA-like protein 2 	1:Experimental evidence at protein level	0.9996	0.9862	1	1	1	1	1	1	378970	378970	378970	N-term(304.2071)			59518.5977	240.8296	161.3809	0.0000	0.0000	0.0000	0.0000	2.7099	0.0000	5.3521	0.0000	0.0000	2.3777	11.2942	3.0102	1.8674
sp|Q9H7B2|RPF2_HUMAN	Q9H7B2	RPF2_HUMAN	RPF2	306	Homo sapiens OX=9606	Ribosome production factor 2 homolog 	1:Experimental evidence at protein level	0.9996	0.9990	1	1	1	1	1	1	291874	291874	291874	17K(304.2071), N-term(304.2071)			66124.3516	220.2918	292.1525	0.0000	0.0000	0.0000	0.0000	7.8200	1.3647	9.1288	4.4417	4.1026	3.7017	47.2788	8.9100	5.1547
sp|Q15052|ARHG6_HUMAN	Q15052	ARHG6_HUMAN	ARHGEF6	776	Homo sapiens OX=9606	Rho guanine nucleotide exchange factor 6 	1:Experimental evidence at protein level	0.9995	0.9990	1	1	1	1	1	1	1591046	1591046	1591046	10K(304.2071), N-term(304.2071)			107138.3672	403.9206	523.3291	1.3230	0.0000	0.0000	0.0000	5.6531	0.0000	7.4778	2.8586	4.7697	8.7529	57.0040	12.2363	2.3951
